year,day,address,length,weight,count,looped,neighbors,income
2011,327,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,61190978
2011,327,1881vy1hkSho3LgzzYF17zSaktHXc4DZrB,0,1,1,0,2,7.88e+08
2011,329,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,4,0.125,1,0,2,31043740
2011,333,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.5,1,0,2,131943111
2011,333,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,12,0.5078125,2,0,4,105243724
2011,334,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.625,2,0,4,184313679
2011,335,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.25,1,0,2,51351627
2011,335,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,34151348
2011,336,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.834490740740741,19,0,6,208722914
2011,336,1Ls393saK1N8xkGxrQrkesD1i81damVQsm,0,1,1,0,2,5e+08
2011,337,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.10315826119512,23,22,4,105218797
2011,337,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,70031800
2011,338,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0370598430943258,2,0,4,107427474
2011,339,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0021978021978022,2,0,2,55694856
2011,340,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0187308868501529,52,0,2,5.2e+07
2011,340,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,16,0.0078125,1,0,2,108312997
2011,341,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.142857142857143,12,0,2,55371466
2011,342,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,6,0.112472394539609,25,22,4,106313452
2011,343,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0344827586206897,1,0,2,50216529
2011,344,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0521929824561403,2,0,4,117589227
2011,348,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0389583333333333,17,17,2,55013551
2011,348,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,39084222
2011,349,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.00325176366843033,2,0,2,53821895
2011,352,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,4,0.125,1,0,2,79079849
2011,353,18LnbVnVPk2eFQuNpb2eSCtsFPhtB5hVDB,0,1,1,0,2,2.5e+08
2011,355,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,4,0.125,1,0,2,83126787
2011,357,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,6,0.125,1,0,2,42951892
2011,357,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,12,0.446946564885496,54,0,3,476565460
2011,358,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.212557603686636,20,0,3,123821141
2011,359,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0196078431372549,1,0,2,60065981
2011,359,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,8,0.25,1,0,2,43649562
2011,360,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.644960240704922,28,0,8,338036677
2011,361,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.114994775339603,23,20,3,105835613
2011,362,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,130904820
2011,362,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,1.03869992441421,29,28,4,159112329
2011,363,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0501949317738791,2,0,4,110100526
2011,364,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.04,1,0,2,52865371
2011,365,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,42192224
2012,1,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.5,1,0,2,80680491
2012,1,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0344838396187968,22,22,2,67520491
2012,2,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.00396825396825397,1,0,2,54282523
2012,3,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.175449810606061,30,29,6,160327445
2012,4,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0716602778156377,68,14,4,107275225
2012,6,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0393477380319485,63,61,6,185180547
2012,6,1HbhDFq5NxaWaxC7Z9785D5qB2MjFa1QAH,0,0.5,1,0,2,5e+09
2012,8,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,41377981
2012,9,1J3Q2hASKw6UnsW2DqqH8v89Q6MvoxTBmX,0,2,2,0,4,4e+08
2012,13,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,10,0.125,1,0,2,42203221
2012,16,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,6,0.25,1,0,2,42964166
2012,16,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,12,0.015625,1,0,2,638305431
2012,18,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,10,0.0625,1,0,2,129002084
2012,18,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,6,0.00115740740740741,1,0,2,232510417
2012,19,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0171106821106821,62,0,4,101165137
2012,20,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,6,6.3351282863478e-05,22,0,2,51902131
2012,21,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.100573963073963,26,0,4,111136788
2012,21,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,84837733
2012,22,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0887566844919788,90,68,5,152433758
2012,24,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0210371819960861,22,0,2,56767845
2012,25,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.581730769230769,18,17,4,104491081
2012,25,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,58,0.0239250529896129,18,0,3,673112016
2012,26,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0220588235294118,23,0,2,50860673
2012,31,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.088203890228038,20,19,2,51597209
2012,31,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,12,0.015625,1,0,1,105302781
2012,31,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,14,0.00390625,1,0,1,313954467
2012,32,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,12,0.015625,1,0,1,35429022
2012,32,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0568474264705882,33,32,4,103010285
2012,33,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,10,0.100900135895321,36,32,5,156627277
2012,34,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.037037037037037,1,0,2,52207163
2012,35,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0416666666666667,1,0,2,50289255
2012,36,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0583628057765989,65,64,6,152049674
2012,37,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,18,0.0625,1,0,2,662359998
2012,37,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0294117647058824,1,0,2,53837208
2012,38,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0416666666666667,1,0,2,50841003
2012,40,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0303030303030303,1,0,2,50496613
2012,41,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.035632183908046,2,0,2,52372514
2012,41,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,38867916
2012,41,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,4,0.25,1,0,2,585888812
2012,42,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,1,1,0,2,3e+07
2012,42,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,6,0.125,1,0,2,36754314
2012,43,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,18,1.0009765625,3,0,5,1929949850
2012,43,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.5,1,0,2,71400000
2012,45,1Kbk5XCfQd8drynpQQQoKCw9XUNDkgN8iE,10,0.015625,1,0,2,266392732
2012,49,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,1,1,0,2,1.17e+08
2012,49,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,8,0.5,1,0,2,91306887
2012,50,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,8,0.0308150183150183,17,0,2,7.4e+07
2012,53,18LnbVnVPk2eFQuNpb2eSCtsFPhtB5hVDB,0,1,1,0,2,1.06e+08
2012,53,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0434782608695652,1,0,1,54761626
2012,54,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0416666666666667,1,0,2,50751103
2012,54,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,1,1,0,2,1.55e+08
2012,55,18LnbVnVPk2eFQuNpb2eSCtsFPhtB5hVDB,0,1,1,0,2,2e+08
2012,55,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0824420677361854,22,0,3,104233818
2012,56,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.074435628841725,25,24,4,104622417
2012,57,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0138888888888889,1,0,2,76016430
2012,58,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.045045045045045,20,0,2,84025248
2012,58,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,4,0.045045045045045,20,0,2,246800000
2012,59,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.164984288233918,22,18,3,107087685
2012,59,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,80435838
2012,60,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0905572755417957,21,21,2,54028358
2012,61,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0357142857142857,1,0,2,50184291
2012,62,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0416666666666667,1,0,2,51187622
2012,62,1J3Q2hASKw6UnsW2DqqH8v89Q6MvoxTBmX,2,1.25,2,0,4,3e+08
2012,63,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0462962962962963,13,0,2,50283301
2012,64,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,1.08344854070661,29,27,6,305872023
2012,65,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,6,0.123114157207111,24,23,4,104007804
2012,65,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,6,0.0304232804232804,23,0,2,347500000
2012,66,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.00248015873015873,15,0,2,54134503
2012,67,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0384615384615385,1,0,2,54628841
2012,68,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,7.05815923207228e-05,1,0,2,54022940
2012,68,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,1,41921174
2012,69,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.0332059658049118,20,19,4,109136280
2012,70,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,6,0.0131454996800091,22,20,2,54800269
2012,71,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0434782608695652,1,0,2,50068358
2012,72,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.0630434782608696,29,0,2,350949106
2012,74,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,14,0.00390625,1,0,1,130233334
2012,78,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,4,0.043257499581029,20,0,4,453836896
2012,81,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.000755857898715041,1,0,2,400550830
2012,84,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.03125,1,0,2,395132345
2012,85,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.1,12,0,1,165287071
2012,85,18NEYTeUAU1VFVhrruuc1oJveRZ2hHou5L,0,0.5,1,0,2,2.188e+09
2012,86,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,132241973
2012,87,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.25,1,0,2,140080586
2012,88,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,142496574
2012,89,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,149644727
2012,90,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.54,2,0,4,216673043
2012,92,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,262514098
2012,93,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,158453099
2012,93,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,6,0.0625,1,0,2,126123913
2012,94,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.00333333333333333,1,0,2,170425507
2012,96,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,380093224
2012,98,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,312318209
2012,99,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,214940985
2012,100,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,201800837
2012,101,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,200205950
2012,102,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,6,0.5625,2,0,3,194761447
2012,102,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,217524514
2012,103,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,194404126
2012,104,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,204485729
2012,105,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,250110432
2012,105,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,6,0.25,1,0,2,67978149
2012,107,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,577206432
2012,108,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,261235727
2012,108,12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,0,0.5,1,0,2,5e+08
2012,109,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,33652942
2012,109,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,4,0.75,2,0,3,410879850
2012,110,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,268170287
2012,110,12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,6,0.0625,1,0,2,1.1e+09
2012,111,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,282763532
2012,112,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,258435119
2012,114,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,409301702
2012,114,12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,4,0.125,1,0,2,5.74e+08
2012,115,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,233773961
2012,116,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,223867667
2012,116,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.5,1,0,1,245407981
2012,117,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,246532355
2012,117,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.25,1,0,2,110018199
2012,118,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,0.5,1,0,2,35311329
2012,118,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,266376633
2012,119,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,1,265223010
2012,119,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.0625,1,0,2,110651658
2012,120,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,266501938
2012,121,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,275628694
2012,121,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,6,0.0625,1,0,2,50355175
2012,122,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.25,1,0,2,265719834
2012,123,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,245726472
2012,124,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,225809332
2012,125,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,247632022
2012,125,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,10,0.03125,1,0,2,446717153
2012,126,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,278541700
2012,126,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,0,0.0434782608695652,1,0,2,53574958
2012,127,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,12,0.0078125,1,0,2,113407860
2012,127,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,272410800
2012,128,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,30,0.001953125,1,0,1,174496409
2012,128,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,322061148
2012,128,12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,4,0.516371077762617,52,0,2,1.9e+09
2012,129,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,291545836
2012,130,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,271847420
2012,131,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,144,1,180,1,4,317465008
2012,132,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,270537990
2012,132,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.25,1,0,2,309906689
2012,133,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,272341115
2012,133,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2,0.25,1,0,2,208631221
2012,133,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0452830188679245,12,0,2,57111463
2012,134,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,267906870
2012,134,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.000100748327577762,2,0,2,53708866
2012,135,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,286959410
2012,135,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,6,0.00193843984962406,16,0,2,52022549
2012,136,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0452898550724638,13,0,2,54197965
2012,136,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,4,0.125,1,0,2,109847550
2012,136,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,0.5,1,0,2,252275940
2012,137,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,0,1,1,0,2,266129710
2012,138,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,14,0.00390625,1,0,2,65521577
2012,139,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,10,0.5625,2,0,4,518758419
2012,140,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,4,0.00089126559714795,1,0,2,274742326
2012,140,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.25,1,0,2,371057618
2012,141,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,4,0.125,1,0,2,2e+08
2012,142,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,10,0.09375,1,1,3,401236154
2012,143,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,66,0.0769239400866364,11,0,2,255644253
2012,143,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.25,1,0,2,288189694
2012,144,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,28,0.00048828125,1,0,2,289902008
2012,144,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,18,0.00390625,1,0,1,53586929
2012,145,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,70,0.000244161734978358,17,0,1,2e+08
2012,145,1Ls393saK1N8xkGxrQrkesD1i81damVQsm,0,1,1,0,2,1.7e+09
2012,146,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,6,1,1,0,1,354525617
2012,147,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,56,0.03776054084301,17,17,2,314194151
2012,149,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,8,0.0625,1,0,2,642968069
2012,150,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,68,0.00952394576299758,13,0,2,319883481
2012,150,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.00364475500345066,16,16,1,52562972
2012,151,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2,0.25,1,0,2,215503781
2012,151,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0435897435897436,20,0,2,51215538
2012,152,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0616596638655462,16,0,3,107655249
2012,152,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,42,0.00454624720982143,13,0,2,343594180
2012,153,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0460356404958678,16,16,2,54246629
2012,154,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,4,0.25,1,0,2,399589813
2012,154,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.0017825311942959,1,0,2,52314532
2012,155,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,64,0.0625004842877389,18,0,2,401261324
2012,155,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,4,0.0961538461538462,15,15,2,54290209
2012,156,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2,0.00124069478908189,1,0,2,50450013
2012,157,12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,8,0.073907163565784,21,19,4,105127959
2012,157,16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,62,0.162868850319474,11,10,4,885370506
2012,157,1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,0,1,1,0,2,125158215
